LAT;;;;;47.4662;47.4662;47.4662;47.4662
LON;;;;;-121.931;-121.931;-121.931;-121.931
ASL;;;;;413.000;413.000;413.000;413.000
CITY;;;;;Tiger Pass;Tiger Pass;Tiger Pass;Tiger Pass
DOMAIN;;;;;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind speed;Wind direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;-7;-7;-7;-7

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind speed  [10 m above gnd];Wind direction  [10 m above gnd]
2017;04;18;00;00;7.54;0.00;5.90;127.57
2017;04;18;01;00;7.44;0.00;6.70;126.25
2017;04;18;02;00;7.28;0.00;7.15;130.91
2017;04;18;03;00;7.13;0.00;7.39;133.03
2017;04;18;04;00;7.05;0.00;7.64;135.00
2017;04;18;05;00;4.46;0.00;9.02;118.61
2017;04;18;06;00;4.58;0.20;9.20;120.58
2017;04;18;07;00;5.10;0.60;8.21;127.87
2017;04;18;08;00;5.65;1.00;7.93;140.53
2017;04;18;09;00;5.91;1.40;6.62;157.62
2017;04;18;10;00;6.83;1.10;6.12;180.00
2017;04;18;11;00;8.05;0.50;6.29;193.24
2017;04;18;12;00;8.85;0.60;6.92;207.90
2017;04;18;13;00;9.35;0.30;6.64;220.60
2017;04;18;14;00;9.21;0.20;5.86;227.49
2017;04;18;15;00;9.56;0.00;5.35;227.73
2017;04;18;16;00;9.72;0.00;4.84;221.99
2017;04;18;17;00;9.56;0.00;3.89;213.69
2017;04;18;18;00;10.67;0.10;2.90;187.13
2017;04;18;19;00;8.81;0.20;2.90;150.26
2017;04;18;20;00;8.11;0.00;4.83;116.57
2017;04;18;21;00;6.95;0.00;7.07;104.74
2017;04;18;22;00;6.02;0.00;9.18;101.31
2017;04;18;23;00;4.47;0.00;11.01;101.31
2017;04;19;00;00;2.67;0.00;12.31;105.26
2017;04;19;01;00;1.16;0.00;13.10;105.95
2017;04;19;02;00;0.13;0.00;14.24;106.14
2017;04;19;03;00;-0.37;0.00;15.38;106.31
2017;04;19;04;00;-0.50;0.00;16.17;106.82
2017;04;19;05;00;1.59;0.00;16.39;109.23
2017;04;19;06;00;1.60;0.00;16.39;109.23
2017;04;19;07;00;3.31;0.00;15.84;111.32
2017;04;19;08;00;5.83;0.00;13.57;111.80
2017;04;19;09;00;8.89;0.00;12.43;112.11
2017;04;19;10;00;11.42;0.00;11.50;110.14
2017;04;19;11;00;13.10;0.00;10.03;111.04
2017;04;19;12;00;13.60;0.00;9.34;117.55
2017;04;19;13;00;13.71;0.00;8.29;124.38
2017;04;19;14;00;13.30;0.10;6.11;135.00
2017;04;19;15;00;12.68;0.50;3.55;156.04
2017;04;19;16;00;14.14;0.70;1.80;180.00
2017;04;19;17;00;11.60;0.50;1.08;270.00
2017;04;19;18;00;9.51;1.10;1.14;288.43
2017;04;19;19;00;9.33;0.80;1.48;345.96
2017;04;19;20;00;8.67;0.30;2.28;18.43
2017;04;19;21;00;8.32;0.20;2.81;50.19
2017;04;19;22;00;8.02;0.10;2.62;74.05
2017;04;19;23;00;7.76;0.10;2.16;90.00
2017;04;20;00;00;7.72;0.20;1.30;123.69
2017;04;20;01;00;7.92;0.30;1.14;161.57
2017;04;20;02;00;7.37;0.40;1.08;180.00
2017;04;20;03;00;7.29;0.40;1.02;225.00
2017;04;20;04;00;7.40;0.80;2.19;260.54
2017;04;20;05;00;6.22;0.00;4.80;282.99
2017;04;20;06;00;6.14;0.00;3.62;275.71
2017;04;20;07;00;5.90;0.00;3.62;264.29
2017;04;20;08;00;6.01;0.00;4.45;255.96
2017;04;20;09;00;6.76;0.00;4.55;251.57
2017;04;20;10;00;7.59;0.00;4.45;255.96
2017;04;20;11;00;8.35;0.00;4.55;251.57
2017;04;20;12;00;8.67;0.00;4.35;245.56
2017;04;20;13;00;9.03;0.00;4.02;243.43
2017;04;20;14;00;9.35;0.00;4.02;243.43
2017;04;20;15;00;9.34;0.00;4.02;243.43
2017;04;20;16;00;9.27;0.00;4.21;250.02
2017;04;20;17;00;8.81;0.30;4.55;251.57
2017;04;20;18;00;8.80;0.70;5.15;257.91
2017;04;20;19;00;8.38;0.30;5.15;257.91
2017;04;20;20;00;7.48;0.20;5.45;262.41
2017;04;20;21;00;7.06;0.10;5.51;258.69
2017;04;20;22;00;6.74;0.10;6.13;266.63
2017;04;20;23;00;6.57;0.00;6.48;270.00
2017;04;21;00;00;6.08;0.00;6.84;270.00
2017;04;21;01;00;5.58;0.00;6.49;273.18
2017;04;21;02;00;5.21;0.00;6.21;280.01
2017;04;21;03;00;4.85;0.00;5.69;288.43
2017;04;21;04;00;4.59;0.00;5.00;300.26
2017;04;21;05;00;4.43;0.00;1.08;360.00
2017;04;21;06;00;4.11;0.00;2.10;30.96
2017;04;21;07;00;3.99;0.00;3.10;54.46
2017;04;21;08;00;4.11;0.00;4.55;71.57
2017;04;21;09;00;4.67;0.00;6.16;83.29
2017;04;21;10;00;5.73;0.00;7.92;90.00
2017;04;21;11;00;7.11;0.00;9.36;90.00
2017;04;21;12;00;9.45;0.00;10.08;90.00
2017;04;21;13;00;10.95;0.00;11.17;88.15
2017;04;21;14;00;11.92;0.00;12.24;90.00
2017;04;21;15;00;12.86;0.00;12.60;90.00
2017;04;21;16;00;13.37;0.00;13.68;90.00
2017;04;21;17;00;13.40;0.00;14.04;91.47
2017;04;21;18;00;12.81;0.00;14.78;92.79
2017;04;21;19;00;11.47;0.00;15.16;94.09
2017;04;21;20;00;8.15;0.00;15.68;99.25
2017;04;21;21;00;6.78;0.00;17.73;102.91
2017;04;21;22;00;5.90;0.00;20.08;104.53
2017;04;21;23;00;5.82;0.00;20.08;104.53
2017;04;22;00;00;5.86;0.00;19.56;102.76
2017;04;22;01;00;6.06;0.00;19.06;100.89
2017;04;22;02;00;6.27;0.00;19.06;100.89
2017;04;22;03;00;6.11;0.00;19.06;100.89
2017;04;22;04;00;5.60;0.00;18.71;101.09
2017;04;22;05;00;3.53;0.00;19.84;101.51
2017;04;22;06;00;3.40;0.00;19.84;101.51
2017;04;22;07;00;4.60;0.00;19.84;101.51
2017;04;22;08;00;6.76;0.00;19.06;100.89
2017;04;22;09;00;8.79;0.00;17.30;102.01
2017;04;22;10;00;10.00;0.00;15.03;106.70
2017;04;22;11;00;10.71;0.00;11.75;117.35
2017;04;22;12;00;10.54;0.00;9.59;145.71
2017;04;22;13;00;9.95;0.20;8.64;180.00
2017;04;22;14;00;8.97;1.00;5.41;183.81
2017;04;22;15;00;9.80;0.40;5.19;146.31
2017;04;22;16;00;10.19;0.20;5.62;140.19
2017;04;22;17;00;10.32;0.40;5.59;165.07
2017;04;22;18;00;10.49;0.50;5.77;176.42
2017;04;22;19;00;10.25;0.10;5.04;180.00
2017;04;22;20;00;9.13;0.00;3.32;167.47
2017;04;22;21;00;9.05;0.00;2.28;161.57
2017;04;22;22;00;9.05;0.00;1.80;180.00
2017;04;22;23;00;8.70;0.00;0.72;180.00
2017;04;23;00;00;8.32;0.00;0.00;180.00
2017;04;23;01;00;7.94;0.00;0.36;270.00
2017;04;23;02;00;7.48;0.00;1.02;315.00
2017;04;23;03;00;7.07;0.00;1.30;326.31
2017;04;23;04;00;7.25;0.00;1.80;323.13
2017;04;23;05;00;5.89;0.10;2.62;74.05
2017;04;23;06;00;5.69;0.10;2.90;82.87
2017;04;23;07;00;5.63;0.40;2.52;90.00
2017;04;23;08;00;7.69;0.40;1.48;104.04
2017;04;23;09;00;7.90;0.20;0.00;180.00
2017;04;23;10;00;8.72;0.30;0.36;270.00
2017;04;23;11;00;9.54;0.40;0.51;225.00
2017;04;23;12;00;10.20;0.40;0.80;206.57
2017;04;23;13;00;10.56;0.40;0.72;180.00
2017;04;23;14;00;10.38;0.40;1.02;135.00
2017;04;23;15;00;9.89;0.40;1.30;146.31
2017;04;23;16;00;9.41;0.60;1.48;165.96
2017;04;23;17;00;8.72;0.90;2.16;180.00
2017;04;23;18;00;8.00;1.20;3.32;192.53
2017;04;23;19;00;7.48;0.90;4.35;204.44
2017;04;23;20;00;7.03;0.70;4.02;206.57
2017;04;23;21;00;6.64;0.30;4.35;204.44
2017;04;23;22;00;6.12;0.10;4.39;214.99
2017;04;23;23;00;5.89;0.00;3.60;216.87
2017;04;24;00;00;6.15;0.00;2.81;219.81
2017;04;24;01;00;6.33;0.00;1.80;233.13
2017;04;24;02;00;5.80;0.00;0.72;270.00
2017;04;24;03;00;5.55;0.00;0.36;360.00
2017;04;24;04;00;5.51;0.10;1.14;18.43
2017;04;24;05;00;4.05;0.10;1.80;36.87
2017;04;24;06;00;3.96;0.00;2.04;45.00
2017;04;24;07;00;3.93;0.00;2.60;33.69
2017;04;24;08;00;5.19;0.00;3.40;32.01
2017;04;24;09;00;6.68;0.00;4.21;19.98
2017;04;24;10;00;8.45;0.00;4.69;4.40
2017;04;24;11;00;9.82;0.00;5.45;352.41
2017;04;24;12;00;11.18;0.00;7.07;345.26
2017;04;24;13;00;9.65;0.00;7.90;335.77
2017;04;24;14;00;9.25;0.00;8.50;323.62
2017;04;24;15;00;9.21;0.00;8.65;315.00
2017;04;24;16;00;9.09;0.00;8.79;304.99
2017;04;24;17;00;8.95;0.10;8.53;297.65
2017;04;24;18;00;8.67;0.10;8.09;290.85
2017;04;24;19;00;8.36;0.00;8.12;282.80
2017;04;24;20;00;7.49;0.00;7.64;278.13
2017;04;24;21;00;7.49;0.00;6.49;273.18
2017;04;24;22;00;7.19;0.00;6.13;266.63
2017;04;24;23;00;7.00;0.00;6.52;263.66
2017;04;25;00;00;6.98;0.00;7.28;261.47
2017;04;25;01;00;6.79;0.10;7.28;261.47
2017;04;25;02;00;6.71;0.10;7.34;258.69
2017;04;25;03;00;6.42;0.00;7.34;258.69
2017;04;25;04;00;5.99;0.00;7.42;255.96
2017;04;25;05;00;5.63;0.00;7.17;252.47
2017;04;25;06;00;5.23;0.00;6.49;250.56
2017;04;25;07;00;5.30;0.00;6.15;249.44
2017;04;25;08;00;6.62;0.00;5.82;248.20
2017;04;25;09;00;9.56;0.00;5.82;248.20
2017;04;25;10;00;8.35;0.00;5.63;243.43
2017;04;25;11;00;9.68;0.00;5.50;238.39
2017;04;25;12;00;10.56;0.00;4.39;235.01
2017;04;25;13;00;9.84;0.00;4.61;231.34
2017;04;25;14;00;11.41;0.00;5.40;233.13
2017;04;25;15;00;11.93;0.00;4.69;237.53
2017;04;25;16;00;10.39;0.00;5.63;243.43
2017;04;25;17;00;9.15;0.10;5.82;248.20
2017;04;25;18;00;9.12;0.60;3.22;243.43
2017;04;25;19;00;8.22;0.50;1.14;161.57
2017;04;25;20;00;7.94;0.40;4.51;118.61
2017;04;25;21;00;7.53;0.40;5.99;122.74
2017;04;25;22;00;7.37;0.40;7.39;133.03
2017;04;25;23;00;7.21;0.30;8.16;138.58
